driverId,season,round,raceId,race_skill,season_skill,n_races,constructorId,driverRef,constructorRef,rank,rank_lo,rank_hi
29,2000,1,0,1.1290066242218018,1.1290066242218018,1,5,michael_schumacher,ferrari,1,1,1
21,2000,1,0,1.111690640449524,1.111690640449524,1,5,barrichello,ferrari,2,2,2
22,2000,1,0,1.0182487964630127,1.0182487964630127,1,2,ralf_schumacher,williams,3,3,3
34,2000,1,0,0.9693700075149536,0.9693700075149536,1,15,villeneuve,bar,4,4,4
1,2000,1,0,0.8425875902175903,0.8425875902175903,1,19,heidfeld,prost,5,5,5
24,2000,1,0,0.816986620426178,0.816986620426178,1,21,wurz,benetton,6,6,6
20,2000,1,0,-0.46675005555152893,-0.46675005555152893,1,21,fisichella,benetton,7,7,7
47,2000,1,0,-0.9844681024551392,-0.9844681024551392,1,17,gene,minardi,8,8,8
40,2000,1,0,-1.3824856281280518,-1.3824856281280518,1,15,zonta,bar,9,9,9
48,2000,2,1,1.3176716566085815,1.3176716566085815,1,16,frentzen,jordan,1,1,1
29,2000,2,1,1.3098520040512085,1.2194293141365051,2,5,michael_schumacher,ferrari,2,2,3
14,2000,2,1,1.1053436994552612,1.1053436994552612,1,16,trulli,jordan,3,3,4
22,2000,2,1,1.1880183219909668,1.1031335592269897,2,2,ralf_schumacher,williams,4,2,5
17,2000,2,1,1.0827670097351074,1.0827670097351074,1,2,button,williams,5,4,5
20,2000,2,1,-0.4454803764820099,-0.4561152160167694,2,21,fisichella,benetton,6,6,6
36,2000,2,1,-0.8285531997680664,-0.8285531997680664,1,20,rosa,arrows,7,7,7
49,2000,2,1,-0.9392924904823303,-0.9392924904823303,1,20,verstappen,arrows,8,8,8
59,2000,2,1,-0.9815990924835205,-0.9815990924835205,1,17,mazzacane,minardi,9,9,9
40,2000,2,1,-1.452789306640625,-1.4176374673843384,2,15,zonta,bar,10,10,10
56,2000,3,2,1.2544617652893066,1.2544617652893066,1,0,hakkinen,mclaren,1,1,2
29,2000,3,2,1.2398191690444946,1.2262259324391682,3,5,michael_schumacher,ferrari,2,1,3
21,2000,3,2,1.2150026559829712,1.1633466482162476,2,5,barrichello,ferrari,3,2,5
14,2000,3,2,1.1265169382095337,1.1159303188323975,2,16,trulli,jordan,4,3,5
55,2000,3,2,1.1119370460510254,1.1119370460510254,1,18,irvine,jaguar,5,3,5
13,2000,3,2,1.0500117540359497,1.0500117540359497,1,0,coulthard,mclaren,6,6,7
34,2000,3,2,1.0584497451782227,1.0139098763465881,2,15,villeneuve,bar,7,6,7
63,2000,3,2,0.920083224773407,0.920083224773407,1,14,diniz,sauber,8,8,8
24,2000,3,2,0.8908281922340393,0.8539074063301086,2,21,wurz,benetton,9,9,9
64,2000,3,2,-0.18439525365829468,-0.18439525365829468,1,18,herbert,jaguar,10,10,10
20,2000,3,2,-0.5179067850112915,-0.4767124056816101,3,21,fisichella,benetton,11,11,11
49,2000,3,2,-1.122583031654358,-1.0309377610683441,2,20,verstappen,arrows,12,12,14
62,2000,3,2,-1.038551926612854,-1.038551926612854,1,14,salo,sauber,13,12,14
59,2000,3,2,-1.1691203117370605,-1.0753597021102905,2,17,mazzacane,minardi,14,12,14
40,2000,3,2,-1.5265893936157227,-1.453954776128133,3,15,zonta,bar,15,15,15
48,2000,4,3,1.2884646654129028,1.3030681610107422,2,16,frentzen,jordan,1,1,1
56,2000,4,3,1.2795751094818115,1.267018437385559,2,0,hakkinen,mclaren,2,2,3
29,2000,4,3,1.169785499572754,1.2121158242225647,4,5,michael_schumacher,ferrari,3,2,3
55,2000,4,3,1.1227978467941284,1.117367446422577,2,18,irvine,jaguar,4,4,5
14,2000,4,3,1.0529474020004272,1.0949360132217407,3,16,trulli,jordan,5,4,7
22,2000,4,3,1.0462064743041992,1.0841578642527263,3,2,ralf_schumacher,williams,6,4,9
17,2000,4,3,1.0300695896148682,1.0564182996749878,2,2,button,williams,7,6,8
13,2000,4,3,1.0546801090240479,1.0523459315299988,2,0,coulthard,mclaren,8,6,8
34,2000,4,3,0.9889553785324097,1.0055917104085286,3,15,villeneuve,bar,9,8,9
63,2000,4,3,0.9117587804794312,0.9159210026264191,2,14,diniz,sauber,10,10,10
24,2000,4,3,0.8211051225662231,0.8429733117421468,3,21,wurz,benetton,11,11,11
54,2000,4,3,0.09497867524623871,0.09497867524623871,1,19,alesi,prost,12,12,12
64,2000,4,3,-0.303167462348938,-0.24378135800361633,2,18,herbert,jaguar,13,13,13
20,2000,4,3,-0.5900110602378845,-0.5050370693206787,4,21,fisichella,benetton,14,14,14
47,2000,4,3,-1.162385106086731,-1.073426604270935,2,17,gene,minardi,15,15,17
59,2000,4,3,-1.245820164680481,-1.132179856300354,3,17,mazzacane,minardi,16,15,17
62,2000,4,3,-1.2427397966384888,-1.1406458616256714,2,14,salo,sauber,17,15,17
48,2000,5,4,1.3160154819488525,1.307383934656779,3,16,frentzen,jordan,1,1,2
56,2000,5,4,1.3102147579193115,1.2814172108968098,3,0,hakkinen,mclaren,2,1,2
29,2000,5,4,1.2003402709960938,1.2097607135772706,5,5,michael_schumacher,ferrari,3,3,4
21,2000,5,4,1.1781330108642578,1.1682754357655842,3,5,barrichello,ferrari,4,3,5
55,2000,5,4,1.1532237529754639,1.1293195486068726,3,18,irvine,jaguar,5,4,6
14,2000,5,4,1.0804439783096313,1.0913130044937134,4,16,trulli,jordan,6,6,8
22,2000,5,4,1.0768307447433472,1.0823260843753815,4,2,ralf_schumacher,williams,7,4,9
13,2000,5,4,1.0850130319595337,1.0632349650065105,3,0,coulthard,mclaren,8,6,9
17,2000,5,4,1.0572679042816162,1.0567015012105305,3,2,button,williams,9,7,9
1,2000,5,4,0.8797875046730042,0.8611875474452972,2,19,heidfeld,prost,10,10,11
24,2000,5,4,0.8519287705421448,0.8452121764421463,4,21,wurz,benetton,11,10,11
64,2000,5,4,-0.2746860980987549,-0.25408293803532916,3,18,herbert,jaguar,12,12,12
20,2000,5,4,-0.5612473487854004,-0.5162791252136231,5,21,fisichella,benetton,13,13,13
47,2000,5,4,-1.1340084075927734,-1.0936205387115479,3,17,gene,minardi,14,14,16
59,2000,5,4,-1.2210314273834229,-1.1543927490711212,4,17,mazzacane,minardi,15,14,16
62,2000,5,4,-1.2155396938323975,-1.1656104723612468,3,14,salo,sauber,16,14,16
40,2000,5,4,-1.5674704313278198,-1.4823336899280548,4,15,zonta,bar,17,17,17
56,2000,6,5,1.3039616346359253,1.2870533168315887,4,0,hakkinen,mclaren,1,1,1
29,2000,6,5,1.1940135955810547,1.2071361939112346,6,5,michael_schumacher,ferrari,2,2,3
21,2000,6,5,1.1722071170806885,1.1692583560943604,4,5,barrichello,ferrari,3,2,3
13,2000,6,5,1.0784947872161865,1.0670499205589294,4,0,coulthard,mclaren,4,4,5
17,2000,6,5,1.0480382442474365,1.054535686969757,4,2,button,williams,5,4,5
63,2000,6,5,0.935717761516571,0.9225199222564697,3,14,diniz,sauber,6,6,6
24,2000,6,5,0.8458347320556641,0.8453366875648498,5,21,wurz,benetton,7,7,7
54,2000,6,5,0.08766643702983856,0.09132255613803864,2,19,alesi,prost,8,8,8
64,2000,6,5,-0.2828060984611511,-0.26126372814178467,4,18,herbert,jaguar,9,9,9
20,2000,6,5,-0.5691230893135071,-0.5250864525636038,6,21,fisichella,benetton,10,10,10
36,2000,6,5,-1.0461505651474,-0.9373518824577332,2,20,rosa,arrows,11,11,11
59,2000,6,5,-1.2323458194732666,-1.1699833631515504,5,17,mazzacane,minardi,12,12,12
48,2000,7,6,1.2392523288726807,1.2903510332107544,4,16,frentzen,jordan,1,1,2
56,2000,7,6,1.2357813119888306,1.276798915863037,5,0,hakkinen,mclaren,2,1,2
21,2000,7,6,1.1043097972869873,1.1562686443328858,5,5,barrichello,ferrari,3,3,4
55,2000,7,6,1.0789475440979004,1.1167265474796295,4,18,irvine,jaguar,4,3,4
13,2000,7,6,1.010084867477417,1.055656909942627,5,0,coulthard,mclaren,5,5,5
34,2000,7,6,0.9459593296051025,0.9906836152076721,4,15,villeneuve,bar,6,6,6
1,2000,7,6,0.8059344291687012,0.8427698413530985,3,19,heidfeld,prost,7,7,7
64,2000,7,6,-0.3526012897491455,-0.27953124046325684,5,18,herbert,jaguar,8,8,8
20,2000,7,6,-0.6387069225311279,-0.5413179482732501,7,21,fisichella,benetton,9,9,9
62,2000,7,6,-1.292606234550476,-1.197359412908554,4,14,salo,sauber,10,10,10
56,2000,8,7,1.298040747642517,1.2803392211596172,6,0,hakkinen,mclaren,1,1,1
29,2000,8,7,1.1913776397705078,1.2048849718911308,7,5,michael_schumacher,ferrari,2,2,2
21,2000,8,7,1.166813611984253,1.158026138941447,6,5,barrichello,ferrari,3,2,3
55,2000,8,7,1.141000747680664,1.1215813875198364,5,18,irvine,jaguar,4,4,5
14,2000,8,7,1.0692415237426758,1.0868987083435058,5,16,trulli,jordan,5,4,7
22,2000,8,7,1.0683338642120361,1.0795276403427123,5,2,ralf_schumacher,williams,6,4,8
13,2000,8,7,1.072145700454712,1.0584050416946411,6,0,coulthard,mclaren,7,6,8
17,2000,8,7,1.0428909063339233,1.0522067308425904,5,2,button,williams,8,6,8
34,2000,8,7,1.0084924697875977,0.9942453861236572,5,15,villeneuve,bar,9,9,9
63,2000,8,7,0.9327014684677124,0.9250653088092804,4,14,diniz,sauber,10,10,10
24,2000,8,7,0.8433998823165894,0.8450138866901398,6,21,wurz,benetton,11,11,11
20,2000,8,7,-0.5776617527008057,-0.5458609238266945,8,21,fisichella,benetton,12,12,12
49,2000,8,7,-1.1752175092697144,-1.0790310104688008,3,20,verstappen,arrows,13,13,15
47,2000,8,7,-1.1444494724273682,-1.106327772140503,4,17,gene,minardi,14,13,15
59,2000,8,7,-1.2392960786819458,-1.1815354824066162,6,17,mazzacane,minardi,15,14,15
40,2000,8,7,-1.579096794128418,-1.5016863107681275,5,15,zonta,bar,16,16,16
48,2000,9,8,1.2246540784835815,1.27721164226532,5,16,frentzen,jordan,1,1,2
56,2000,9,8,1.2235963344573975,1.2722330944878715,7,0,hakkinen,mclaren,2,1,2
21,2000,9,8,1.0925811529159546,1.1486768552235194,7,5,barrichello,ferrari,3,3,4
55,2000,9,8,1.0663779973983765,1.112380822499593,6,18,irvine,jaguar,4,3,5
14,2000,9,8,0.9919472336769104,1.0710734625657399,6,16,trulli,jordan,5,5,8
22,2000,9,8,0.9933797121047974,1.0651696523030598,6,2,ralf_schumacher,williams,6,4,8
13,2000,9,8,0.9975297451019287,1.049708570752825,7,0,coulthard,mclaren,7,5,8
17,2000,9,8,0.9657674431800842,1.0378001828988392,6,2,button,williams,8,6,9
34,2000,9,8,0.9342852830886841,0.9842520356178284,6,15,villeneuve,bar,9,8,9
63,2000,9,8,0.8574212193489075,0.9115364909172058,5,14,diniz,sauber,10,10,10
1,2000,9,8,0.7938535809516907,0.8305407762527466,4,19,heidfeld,prost,11,11,11
54,2000,9,8,0.011613234877586365,0.06475278238455455,3,19,alesi,prost,12,12,12
20,2000,9,8,-0.6531563401222229,-0.5577826367484199,9,21,fisichella,benetton,13,13,13
47,2000,9,8,-1.2210853099822998,-1.1292792797088622,5,17,gene,minardi,14,14,15
62,2000,9,8,-1.307466745376587,-1.2193808794021606,5,14,salo,sauber,15,14,15
56,2000,10,9,1.360093593597412,1.283215656876564,8,0,hakkinen,mclaren,1,1,1
21,2000,10,9,1.2292615175247192,1.1587499380111694,8,5,barrichello,ferrari,2,2,2
13,2000,10,9,1.133878469467163,1.0602298080921173,8,0,coulthard,mclaren,3,3,4
17,2000,10,9,1.099947214126587,1.046678330217089,7,2,button,williams,4,3,4
34,2000,10,9,1.0709874629974365,0.9966428109577724,7,15,villeneuve,bar,5,5,5
63,2000,10,9,0.9931954145431519,0.9251463115215302,6,14,diniz,sauber,6,6,6
24,2000,10,9,0.9084241390228271,0.854072494166238,7,21,wurz,benetton,7,7,7
64,2000,10,9,-0.2264375239610672,-0.2706822877128919,6,18,herbert,jaguar,8,8,8
53,2000,10,9,-1.109657645225525,-1.109657645225525,1,18,burti,jaguar,9,9,10
47,2000,10,9,-1.0864838361740112,-1.1221467057863872,6,17,gene,minardi,10,9,11
59,2000,10,9,-1.178177833557129,-1.1810558182852608,7,17,mazzacane,minardi,11,9,12
62,2000,10,9,-1.1732280254364014,-1.2116887370745342,6,14,salo,sauber,12,11,12
56,2000,11,10,1.2541992664337158,1.2799916134940252,9,0,hakkinen,mclaren,1,1,1
21,2000,11,10,1.123525619506836,1.1548361248440213,9,5,barrichello,ferrari,2,2,2
55,2000,11,10,1.0933938026428223,1.109668391091483,7,18,irvine,jaguar,3,3,4
14,2000,11,10,1.0166518688201904,1.0632989491735185,7,16,trulli,jordan,4,4,7
22,2000,11,10,1.0201088190078735,1.0587323904037476,7,2,ralf_schumacher,williams,5,3,7
13,2000,11,10,1.0278557538986206,1.0566326909595065,9,0,coulthard,mclaren,6,4,7
17,2000,11,10,0.9920481443405151,1.0398495569825172,8,2,button,williams,7,4,8
34,2000,11,10,0.965270459651947,0.9927212670445442,8,15,villeneuve,bar,8,7,8
1,2000,11,10,0.8211694955825806,0.8286665201187133,5,19,heidfeld,prost,9,9,9
36,2000,11,10,-1.0993061065673828,-0.9913366238276163,3,20,rosa,arrows,10,10,10
59,2000,11,10,-1.2881848812103271,-1.1944469511508942,8,17,mazzacane,minardi,11,11,12
62,2000,11,10,-1.2810759544372559,-1.22160119669778,7,14,salo,sauber,12,11,12
56,2000,12,11,1.3000099658966064,1.2819934487342834,10,0,hakkinen,mclaren,1,1,2
48,2000,12,11,1.297553300857544,1.2806019186973572,6,16,frentzen,jordan,2,1,2
29,2000,12,11,1.1946613788604736,1.2036070227622986,8,5,michael_schumacher,ferrari,3,3,3
21,2000,12,11,1.1694731712341309,1.1562998294830322,10,5,barrichello,ferrari,4,4,4
55,2000,12,11,1.1395344734191895,1.1134016513824463,8,18,irvine,jaguar,5,5,5
14,2000,12,11,1.060793399810791,1.0629857555031776,8,16,trulli,jordan,6,6,9
22,2000,12,11,1.0660014152526855,1.0596410185098648,8,2,ralf_schumacher,williams,7,6,9
13,2000,12,11,1.0735551118850708,1.058324933052063,10,0,coulthard,mclaren,8,6,9
17,2000,12,11,1.0361244678497314,1.0394356581899855,9,2,button,williams,9,7,9
34,2000,12,11,1.0112344026565552,0.9947782821125455,9,15,villeneuve,bar,10,10,10
24,2000,12,11,0.8495565056800842,0.8535079956054688,8,21,wurz,benetton,11,11,11
36,2000,12,11,-1.0595948696136475,-1.0084011852741241,4,20,rosa,arrows,12,12,13
49,2000,12,11,-1.1779701709747314,-1.1037658005952835,4,20,verstappen,arrows,13,12,14
47,2000,12,11,-1.1462571620941162,-1.1255910566874914,7,17,gene,minardi,14,13,14
62,2000,12,11,-1.2369554042816162,-1.2235204726457596,8,14,salo,sauber,15,15,15
40,2000,12,11,-1.5785226821899414,-1.5144923726717632,6,15,zonta,bar,16,16,16
48,2000,13,12,1.3595576286315918,1.2918813058308192,7,16,frentzen,jordan,1,1,2
56,2000,13,12,1.363571286201477,1.2894096157767556,11,0,hakkinen,mclaren,2,1,2
29,2000,13,12,1.2575384378433228,1.2095994022157457,9,5,michael_schumacher,ferrari,3,3,3
55,2000,13,12,1.2033814191818237,1.1233994033601549,9,18,irvine,jaguar,4,4,4
22,2000,13,12,1.129633903503418,1.0674180057313707,9,2,ralf_schumacher,williams,5,5,7
13,2000,13,12,1.1370203495025635,1.0654790618202903,11,0,coulthard,mclaren,6,5,7
17,2000,13,12,1.0981860160827637,1.0453106939792634,10,2,button,williams,7,5,7
34,2000,13,12,1.0749284029006958,1.0027932941913604,10,15,villeneuve,bar,8,8,8
63,2000,13,12,0.9975355863571167,0.9354876364980426,7,14,diniz,sauber,9,9,9
24,2000,13,12,0.9122195243835449,0.8600314988030328,9,21,wurz,benetton,10,10,10
64,2000,13,12,-0.22311869263648987,-0.263887488416263,7,18,herbert,jaguar,11,11,11
36,2000,13,12,-1.0013092756271362,-1.0069828033447266,5,20,rosa,arrows,12,12,13
49,2000,13,12,-1.1203148365020752,-1.107075607776642,5,20,verstappen,arrows,13,12,14
47,2000,13,12,-1.0843772888183594,-1.1204393357038498,8,17,gene,minardi,14,13,14
59,2000,13,12,-1.1828327178955078,-1.1931564807891846,9,17,mazzacane,minardi,15,14,16
62,2000,13,12,-1.1748557090759277,-1.218113276693556,9,14,salo,sauber,16,15,16
40,2000,13,12,-1.5179898738861084,-1.514992015702384,7,15,zonta,bar,17,17,17
56,2000,14,13,1.4710872173309326,1.3045494159062703,12,0,hakkinen,mclaren,1,1,1
29,2000,14,13,1.3644623756408691,1.225085699558258,10,5,michael_schumacher,ferrari,2,2,2
22,2000,14,13,1.2372112274169922,1.0843973278999328,10,2,ralf_schumacher,williams,3,3,3
63,2000,14,13,1.1043096780776978,0.9565903916954994,8,14,diniz,sauber,4,4,4
24,2000,14,13,1.018958568572998,0.8759242057800293,10,21,wurz,benetton,5,5,5
54,2000,14,13,0.2543572187423706,0.11215389147400856,4,19,alesi,prost,6,6,6
20,2000,14,13,-0.4117579758167267,-0.5431801706552506,10,21,fisichella,benetton,7,7,7
49,2000,14,13,-1.0179076194763184,-1.0922142763932545,6,20,verstappen,arrows,8,8,9
47,2000,14,13,-0.9783159494400024,-1.1046478483412001,9,17,gene,minardi,9,8,9
59,2000,14,13,-1.078331470489502,-1.1816739797592164,10,17,mazzacane,minardi,10,9,11
62,2000,14,13,-1.0686039924621582,-1.2031623482704163,10,14,salo,sauber,11,10,11
40,2000,14,13,-1.4130933284759521,-1.50225467979908,8,15,zonta,bar,12,12,12
48,2000,15,14,1.2405850887298584,1.2854692786931992,8,16,frentzen,jordan,1,1,1
29,2000,15,14,1.1463030576705933,1.217923641204834,11,5,michael_schumacher,ferrari,2,2,2
21,2000,15,14,1.1122883558273315,1.152298786423423,11,5,barrichello,ferrari,3,3,4
55,2000,15,14,1.0860027074813843,1.1196597337722778,10,18,irvine,jaguar,4,3,4
13,2000,15,14,1.019311785697937,1.0616317888100941,12,0,coulthard,mclaren,5,5,5
34,2000,15,14,0.9574177265167236,0.9986682425845753,11,15,villeneuve,bar,6,6,7
63,2000,15,14,0.8860207200050354,0.9487493170632256,9,14,diniz,sauber,7,6,7
24,2000,15,14,0.8006393313407898,0.869080126285553,11,21,wurz,benetton,8,8,8
1,2000,15,14,0.8098039627075195,0.825522760550181,6,19,heidfeld,prost,9,9,9
64,2000,15,14,-0.3423696756362915,-0.2736977618187666,8,18,herbert,jaguar,10,10,10
47,2000,15,14,-1.1972213983535767,-1.1139052033424377,10,17,gene,minardi,11,11,11
40,2000,15,14,-1.6330064535140991,-1.5167826546563044,9,15,zonta,bar,12,12,12
56,2000,16,15,1.3480432033538818,1.3078950918637788,13,0,hakkinen,mclaren,1,1,1
29,2000,16,15,1.2368143796920776,1.2194978694121044,12,5,michael_schumacher,ferrari,2,2,2
21,2000,16,15,1.20479416847229,1.156673401594162,12,5,barrichello,ferrari,3,3,4
55,2000,16,15,1.1781823635101318,1.1249799728393555,11,18,irvine,jaguar,4,3,4
14,2000,16,15,1.096649169921875,1.0667261348830328,9,16,trulli,jordan,5,5,7
13,2000,16,15,1.1112059354782104,1.0654451847076416,13,0,coulthard,mclaren,6,5,7
17,2000,16,15,1.0738661289215088,1.0479066426103765,11,2,button,williams,7,5,7
34,2000,16,15,1.049483060836792,1.00290281077226,12,15,villeneuve,bar,8,8,9
63,2000,16,15,0.9764199256896973,0.9515163779258728,10,14,diniz,sauber,9,8,9
64,2000,16,15,-0.2518094778060913,-0.2712657302618027,9,18,herbert,jaguar,10,10,10
20,2000,16,15,-0.5348880290985107,-0.5424263396046378,11,21,fisichella,benetton,11,11,11
36,2000,16,15,-1.028895616531372,-1.0106349388758342,6,20,rosa,arrows,12,12,12
59,2000,16,15,-1.2039834260940552,-1.1837021112442017,11,17,mazzacane,minardi,13,13,14
62,2000,16,15,-1.1927417516708374,-1.2022150213068181,11,14,salo,sauber,14,13,14
40,2000,16,15,-1.5440123081207275,-1.5195056200027466,10,15,zonta,bar,15,15,15
56,2000,17,16,1.3162343502044678,1.3084907531738281,14,0,hakkinen,mclaren,1,1,1
29,2000,17,16,1.2051148414611816,1.2183914826466486,13,5,michael_schumacher,ferrari,2,2,2
21,2000,17,16,1.1748199462890625,1.158069289647616,13,5,barrichello,ferrari,3,3,4
55,2000,17,16,1.1479259729385376,1.1268921395142872,12,18,irvine,jaguar,4,3,4
14,2000,17,16,1.0650404691696167,1.0665575683116912,10,16,trulli,jordan,5,5,6
13,2000,17,16,1.080702543258667,1.0665349960327148,14,0,coulthard,mclaren,6,5,6
34,2000,17,16,1.0191277265548706,1.0041508812170763,13,15,villeneuve,bar,7,7,7
24,2000,17,16,0.8585948348045349,0.8682063519954681,12,21,wurz,benetton,8,8,8
54,2000,17,16,0.09997375309467316,0.10971786379814148,5,19,alesi,prost,9,9,9
20,2000,17,16,-0.5667712688446045,-0.5444550837079684,12,21,fisichella,benetton,10,10,10
49,2000,17,16,-1.177788257598877,-1.1044391308512007,7,20,verstappen,arrows,11,11,11
59,2000,17,16,-1.2380483150482178,-1.188230961561203,12,17,mazzacane,minardi,12,11,13
62,2000,17,16,-1.225496768951416,-1.204155166943868,12,14,salo,sauber,13,12,13
48,2001,1,17,1.2531869411468506,1.2531869411468506,1,16,frentzen,jordan,1,1,1
29,2001,1,17,1.1584950685501099,1.1584950685501099,1,5,michael_schumacher,ferrari,2,2,2
21,2001,1,17,1.1296926736831665,1.1296926736831665,1,5,barrichello,ferrari,3,3,3
55,2001,1,17,1.1025545597076416,1.1025545597076416,1,18,irvine,jaguar,4,4,4
7,2001,1,17,1.0793095827102661,1.0793095827102661,1,14,raikkonen,sauber,5,5,5
13,2001,1,17,1.0351173877716064,1.0351173877716064,1,0,coulthard,mclaren,6,6,6
1,2001,1,17,0.8245804309844971,0.8245804309844971,1,14,heidfeld,sauber,7,7,7
43,2001,1,17,0.7608942985534668,0.7608942985534668,1,15,panis,bar,8,8,8
3,2001,1,17,0.742181658744812,0.742181658744812,1,17,alonso,minardi,9,9,9
54,2001,1,17,0.05427400767803192,0.05427400767803192,1,19,alesi,prost,10,10,10
20,2001,1,17,-0.6135499477386475,-0.6135499477386475,1,21,fisichella,benetton,11,11,11
49,2001,1,17,-1.2282429933547974,-1.2282429933547974,1,20,verstappen,arrows,12,12,12
53,2001,1,17,-1.3487335443496704,-1.3487335443496704,1,18,burti,jaguar,13,13,13
56,2001,2,18,1.3076798915863037,1.3076798915863037,1,0,hakkinen,mclaren,1,1,1
48,2001,2,18,1.2887964248657227,1.2709916830062866,2,16,frentzen,jordan,2,2,2
29,2001,2,18,1.1938700675964355,1.1761825680732727,2,5,michael_schumacher,ferrari,3,3,4
21,2001,2,18,1.1663587093353271,1.1480256915092468,2,5,barrichello,ferrari,4,3,4
22,2001,2,18,1.0741808414459229,1.0741808414459229,1,2,ralf_schumacher,williams,5,5,5
14,2001,2,18,1.056659460067749,1.056659460067749,1,16,trulli,jordan,6,6,7
13,2001,2,18,1.071387529373169,1.0532524585723877,2,0,coulthard,mclaren,7,6,7
17,2001,2,18,1.0343247652053833,1.0343247652053833,1,21,button,benetton,8,8,8
3,2001,2,18,0.8087925314903259,0.775487095117569,2,17,alonso,minardi,9,9,9
54,2001,2,18,0.09044498950242996,0.07235949859023094,2,19,alesi,prost,10,10,10
57,2001,2,18,-0.9915567636489868,-0.9915567636489868,1,17,marques,minardi,11,11,11
49,2001,2,18,-1.1961851119995117,-1.2122140526771545,2,20,verstappen,arrows,12,12,12
59,2001,2,18,-1.2485538721084595,-1.2485538721084595,1,19,mazzacane,prost,13,13,13
53,2001,2,18,-1.3172476291656494,-1.33299058675766,2,18,burti,jaguar,14,14,14
48,2001,3,19,1.2115424871444702,1.2511752843856812,3,16,frentzen,jordan,1,1,1
29,2001,3,19,1.1164137125015259,1.1562596162160237,3,5,michael_schumacher,ferrari,2,2,2
13,2001,3,19,0.9947051405906677,1.0337366859118144,3,0,coulthard,mclaren,3,3,5
14,2001,3,19,0.978894829750061,1.017777144908905,2,16,trulli,jordan,4,3,5
17,2001,3,19,0.9561887979507446,0.995256781578064,2,21,button,benetton,5,3,5
34,2001,3,19,0.9350659847259521,0.9350659847259521,1,15,villeneuve,bar,6,6,6
1,2001,3,19,0.785306453704834,0.8049434423446655,2,14,heidfeld,sauber,7,7,7
43,2001,3,19,0.752611517906189,0.7567529082298279,2,15,panis,bar,8,8,8
54,2001,3,19,0.013676866888999939,0.052798621356487274,3,19,alesi,prost,9,9,9
20,2001,3,19,-0.6550769805908203,-0.6343134641647339,2,21,fisichella,benetton,10,10,10
57,2001,3,19,-1.2056125402450562,-1.0985846519470215,2,17,marques,minardi,11,11,11
56,2001,4,20,1.228431224822998,1.2680555582046509,2,0,hakkinen,mclaren,1,1,2
48,2001,4,20,1.20633065700531,1.2399641275405884,4,16,frentzen,jordan,2,1,2
21,2001,4,20,1.088684320449829,1.128245234489441,3,5,barrichello,ferrari,3,3,3
22,2001,4,20,0.9949343204498291,1.034557580947876,2,2,ralf_schumacher,williams,4,4,7
13,2001,4,20,0.9899876117706299,1.0227994173765182,4,0,coulthard,mclaren,5,4,6
14,2001,4,20,0.9732411503791809,1.002931813398997,3,16,trulli,jordan,6,4,7
17,2001,4,20,0.9502140283584595,0.9802425305048624,3,21,button,benetton,7,5,7
1,2001,4,20,0.7816557884216309,0.7971808910369873,3,14,heidfeld,sauber,8,8,8
43,2001,4,20,0.7499947547912598,0.7545001904169718,3,15,panis,bar,9,9,9
54,2001,4,20,0.008885085582733154,0.041820237413048744,4,19,alesi,prost,10,10,10
58,2001,4,20,-1.1223301887512207,-1.1223301887512207,1,20,bernoldi,arrows,11,11,11
53,2001,4,20,-1.3994024991989136,-1.3551278909047444,3,18,burti,jaguar,12,12,12
56,2001,5,21,1.2771687507629395,1.2710932890574138,3,0,hakkinen,mclaren,1,1,1
29,2001,5,21,1.1642727851867676,1.1582629084587097,4,5,michael_schumacher,ferrari,2,2,3
30,2001,5,21,1.119288444519043,1.119288444519043,1,2,montoya,williams,3,3,4
7,2001,5,21,1.154780387878418,1.117044985294342,2,14,raikkonen,sauber,4,2,4
13,2001,5,21,1.0402474403381348,1.0262890219688416,5,0,coulthard,mclaren,5,5,6
14,2001,5,21,1.0226914882659912,1.0078717321157455,4,16,trulli,jordan,6,5,7
17,2001,5,21,0.9993865489959717,0.9850285351276398,4,21,button,benetton,7,6,8
34,2001,5,21,0.9834615588188171,0.9592637717723846,2,15,villeneuve,bar,8,7,8
1,2001,5,21,0.8328387141227722,0.8060953468084335,4,14,heidfeld,sauber,9,9,10
3,2001,5,21,0.7860836982727051,0.779019296169281,3,17,alonso,minardi,10,9,11
43,2001,5,21,0.8020718097686768,0.7663930952548981,4,15,panis,bar,11,10,11
54,2001,5,21,0.05908091366291046,0.04527237266302109,5,19,alesi,prost,12,12,12
20,2001,5,21,-0.607430100440979,-0.6253523429234823,3,21,fisichella,benetton,13,13,13
57,2001,5,21,-1.1592142581939697,-1.1187945206960042,3,17,marques,minardi,14,14,14
49,2001,5,21,-1.2245991230010986,-1.2163424094518025,3,20,verstappen,arrows,15,15,15
53,2001,5,21,-1.3531787395477295,-1.3546406030654907,4,19,burti,prost,16,16,16
29,2001,6,22,1.1339030265808105,1.15339093208313,5,5,michael_schumacher,ferrari,1,1,2
21,2001,6,22,1.1095836162567139,1.1235798299312592,4,5,barrichello,ferrari,2,1,3
7,2001,6,22,1.1271114349365234,1.1204004685084026,3,14,raikkonen,sauber,3,1,4
55,2001,6,22,1.084956407546997,1.0937554836273193,2,18,irvine,jaguar,4,3,4
13,2001,6,22,1.0108600854873657,1.0237175325552623,6,0,coulthard,mclaren,5,5,5
