driverId,season,skill_score,n_races
136,1980,1.0104843,10
136,1981,1.0586606,11
136,1982,0.89314985,4
136,1983,0.9698776,11
136,1984,0.9694127,7
136,1985,0.8813158,7
136,1986,1.0233521,12
136,1987,1.0712734,13
136,1988,0.9343876,9
136,1989,0.51541036,8
136,1990,0.8226494,13
136,1991,0.9141003,11
137,1987,-0.8119977,10
137,1988,-0.64786726,8
137,1989,-0.8861922,5
137,1990,-0.8959344,5
137,1991,-0.79933214,7
138,1989,-0.837345,5
138,1990,-0.9355073,3
138,1991,-0.78531444,9
139,1983,-0.5633733,3
139,1984,-0.7492431,2
139,1985,-0.2066192,11
139,1986,-0.1517819,10
139,1987,-0.08690893,11
139,1988,-0.6473416,4
139,1989,-0.57231516,3
140,1988,-0.9403864,4
140,1991,-0.9750762,1
144,1986,-0.3920584,1
144,1987,-0.32335326,3
144,1988,0.32036108,8
144,1989,0.22990221,9
144,1990,0.13233486,10
145,1988,-0.38688388,2
145,1990,-0.054747663,1
146,1990,-0.6761097,4
147,1990,-0.84409326,2
150,1989,-0.90025485,1
150,1990,-0.56188333,5
151,1978,-0.7989648,3
151,1979,-0.64454687,1
151,1980,-0.7306772,3
151,1981,-0.55766803,8
151,1982,-0.49654844,7
151,1983,-0.49018797,6
152,2009,-0.39841855,3
152,2010,-0.21522391,17
152,2011,-0.24758893,16
153,2009,-0.44445983,5
153,2012,-0.015680524,12
153,2013,0.030235136,16
153,2014,-0.43418086,13
153,2015,-0.20680052,13
153,2016,-0.2638896,16
153,2017,-0.31386533,17
153,2018,-0.20318247,15
153,2019,-0.40210325,15
153,2020,-0.29061902,12
154,2009,0.07506828,2
154,2010,0.055723034,11
154,2011,0.10665108,15
154,2012,0.18072955,16
154,2014,-0.2922157,9
155,1983,-1.040442,1
155,1984,-0.98768854,6
155,1985,-0.91998214,1
155,1986,-0.9024294,8
155,1987,-0.9882059,13
155,1988,-1.0044941,7
155,1989,-0.98533416,9
156,1986,-0.81398886,5
156,1987,-0.72270197,6
156,1989,-0.83897555,4
157,1980,-0.6999789,1
