driverId,driver_name,positive_races,mean_prediction_prob_top3_positive,mean_driver_importance_positive,std_driver_importance_positive,mean_constructor_importance_positive,total_driver_importance_positive,total_constructor_importance_positive,mean_driver_signed_positive,mean_constructor_signed_positive,mean_driver_delta_prob_positive,mean_constructor_delta_prob_positive,driver_ci95_positive,driver_ci95_low_positive,driver_ci95_high_positive,driver_minus_constructor_positive
0,Lewis Hamilton,17,0.52605075,0.4892247085038335,0.009227604643055169,0.51077529149585,8.31682004456517,8.68317995542945,1.520393479987699,1.534276762577555,0.33224520758857595,0.33482558335789053,0.004386524804995445,0.484838183698838,0.49361123330882894,-0.02155058299201651
829,Max Verstappen,18,0.45926195,0.406808951548082,0.012283594522343776,0.593191048451571,7.322561127865476,10.677438872128278,1.0596385032170916,1.6675293211074196,0.2296646722677082,0.31766166908240756,0.005674731149608874,0.40113422039847313,0.41248368269769087,-0.186382096903489
821,Valtteri Bottas,11,0.48771694,0.35624908465682686,0.012692484362606695,0.6437509153428437,3.9187399312250952,7.081260068771281,1.0281766399780583,1.8569312867162573,0.23418503464283313,0.36041817508198914,0.007500778931355496,0.3487483057254714,0.36374986358818234,-0.2875018306860168
814,Sergio Pérez,5,0.3254422,0.14050984771068356,0.008883246525928352,0.8594901522888833,0.7025492385534178,4.297450761444416,0.2475443214467866,1.9269653426232183,0.051530477325596,0.25768982945355673,0.007786508892402939,0.13272333881828063,0.1482963566030865,-0.7189803045781997
