driverId,driver_name,positive_races,mean_prediction_prob_top3_positive,mean_driver_importance_positive,std_driver_importance_positive,mean_constructor_importance_positive,total_driver_importance_positive,total_constructor_importance_positive,driver_ci95_positive,driver_ci95_low_positive,driver_ci95_high_positive,driver_minus_constructor_positive
0,Lewis Hamilton,17,0.52605075,0.48922471793219663,0.009227606207740732,0.5107752820674869,8.316820204847343,8.683179795147277,0.0043865255487997475,0.48483819238339687,0.4936112434809964,-0.021550564135290273
829,Max Verstappen,18,0.45926183,0.4068089236279502,0.01228359214805692,0.5931910763717028,7.322560625303104,10.67743937469065,0.005674730052744307,0.40113419357520586,0.4124836536806945,-0.18638215274375258
821,Valtteri Bottas,11,0.48771694,0.3562491081701374,0.012692487090283625,0.6437508918295332,3.918740189871511,7.081259810124864,0.007500780543309552,0.34874832762682784,0.36374988871344693,-0.28750178365939577
814,Sergio Pérez,5,0.32544228,0.14050982079720872,0.008883246236835531,0.8594901792023582,0.7025491039860436,4.2974508960117905,0.0077865086390019106,0.13272331215820682,0.14829632943621063,-0.7189803584051494
