target_year,k,eval_round,n_train,n_eval,auroc,loss,bce,orth,cos_global
2021,1,2,7120,20,0.8235294117647058,0.8402358889579773,0.8341919183731079,0.006043967325240374,0.0038595213554799557
2021,2,3,7140,20,0.9607843137254902,0.9288380146026611,0.8255517482757568,0.1032862663269043,0.007692606188356876
2021,3,4,7160,20,0.9607843137254901,0.859190821647644,0.8257034420967102,0.033487364649772644,0.006815677974373102
