model,model_level,lambda_orthogonal,driver_ref,driverId,old_constructor_ref,new_constructor_ref,old_season,new_season,round,raceId,actual,pred_new,pred_old,delta,old_tier,new_tier,tier_dir
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,11,489,4.0,1.3018250465393066,1.4804792404174805,-0.17865419387817383,S,S,0.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,11,489,9.0,7.071482181549072,7.4634623527526855,-0.3919801712036133,B,B,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,11,489,10.0,6.4918036460876465,7.3584489822387695,-0.866645336151123,A,B,-1.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,11,489,15.0,6.482719421386719,5.038824558258057,1.443894863128662,B,A,1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,11,489,16.0,6.144350528717041,5.784258842468262,0.3600916862487793,B,S,2.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,12,490,3.0,6.864751815795898,7.256731033325195,-0.3919792175292969,B,B,0.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,12,490,4.0,1.4633742570877075,1.6356831789016724,-0.17230892181396484,S,S,0.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,12,490,12.0,4.319124221801758,3.5398902893066406,0.7792339324951172,S,B,-2.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,12,490,13.0,6.038505554199219,6.905150413513184,-0.8666448593139648,A,B,-1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,12,490,15.0,4.877005577087402,4.504040241241455,0.37296533584594727,B,S,2.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,13,491,7.0,3.760679244995117,3.9407951831817627,-0.1801159381866455,S,S,0.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,13,491,12.0,5.831101417541504,6.223081111907959,-0.3919796943664551,B,B,0.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,13,491,13.0,3.8688344955444336,3.398160457611084,0.4706740379333496,B,S,2.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,13,491,15.0,5.267553806304932,6.118067264556885,-0.8505134582519531,A,B,-1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,13,491,18.0,5.2992753982543945,4.525062084197998,0.7742133140563965,S,B,-2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,13,491,19.0,7.02788782119751,5.579339981079102,1.4485478401184082,B,A,1.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,14,492,12.0,2.854114055633545,3.0341989994049072,-0.1800849437713623,S,S,0.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,14,492,13.0,6.82491397857666,7.216894626617432,-0.3919806480407715,B,B,0.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,14,492,14.0,4.806689262390137,4.03247594833374,0.7742133140563965,S,B,-2.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,14,492,16.0,6.65869665145874,7.525341033935547,-0.8666443824768066,A,B,-1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,14,492,17.0,5.890474796295166,5.530149936676025,0.3603248596191406,B,S,2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,14,492,18.0,6.482719421386719,5.038825035095215,1.443894386291504,B,A,1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,15,493,9.0,4.918231964111328,4.543878078460693,0.37435388565063477,B,S,2.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,15,493,10.0,6.6985344886779785,7.565178394317627,-0.8666439056396484,A,B,-1.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,15,493,11.0,6.90141487121582,5.452284336090088,1.4491305351257324,B,A,1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,15,493,13.0,4.008274555206299,3.206444263458252,0.8018302917480469,S,B,-2.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,15,493,14.0,6.451291084289551,6.843271732330322,-0.3919806480407715,B,B,0.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,16,494,6.0,1.6391243934631348,1.7908011674880981,-0.15167677402496338,S,S,0.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,16,494,11.0,4.806689262390137,4.03247594833374,0.7742133140563965,S,B,-2.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,16,494,13.0,4.483704566955566,4.090579986572266,0.3931245803833008,B,S,2.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,16,494,15.0,6.078344345092773,6.944988250732422,-0.8666439056396484,A,B,-1.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,16,494,17.0,7.2786736488342285,5.825907230377197,1.4527664184570312,B,A,1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,17,495,3.0,2.1238324642181396,1.4148858785629272,0.7089465856552124,S,B,-2.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,17,495,6.0,3.572542428970337,3.0964455604553223,0.47609686851501465,B,S,2.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,17,495,8.0,2.854114055633545,3.0341989994049072,-0.1800849437713623,S,S,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,17,495,14.0,7.111994743347168,7.978638648986816,-0.8666439056396484,A,B,-1.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,17,495,16.0,6.451291084289551,6.843271732330322,-0.3919806480407715,B,B,0.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,17,495,19.0,6.90141487121582,5.452284336090088,1.4491305351257324,B,A,1.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,18,496,8.0,1.6460009813308716,1.8183101415634155,-0.17230916023254395,S,S,0.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,18,496,10.0,6.173044204711914,5.39846134185791,0.7745828628540039,S,B,-2.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,18,496,12.0,5.114882469177246,4.750607967376709,0.3642745018005371,B,S,2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,18,496,16.0,6.90141487121582,5.452284336090088,1.4491305351257324,B,A,1.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,18,496,18.0,6.491804599761963,7.358448028564453,-0.8666434288024902,A,B,-1.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,18,496,20.0,5.223611831665039,5.6074957847595215,-0.3838839530944824,B,B,0.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,19,497,4.0,1.4633740186691284,1.6356829404830933,-0.17230892181396484,S,S,0.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,19,497,7.0,5.114882469177246,4.750607967376709,0.3642745018005371,B,S,2.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,19,497,8.0,5.223611831665039,5.6074957847595215,-0.3838839530944824,B,B,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,19,497,15.0,6.491804599761963,7.358448028564453,-0.8666434288024902,A,B,-1.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,19,497,17.0,6.692067623138428,5.2455549240112305,1.4465126991271973,B,A,1.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,20,498,8.0,1.1501067876815796,1.1918240785598755,-0.0417172908782959,S,S,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,20,498,9.0,5.423149108886719,6.284959316253662,-0.8618102073669434,A,B,-1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,20,498,11.0,4.680355548858643,4.297309875488281,0.38304567337036133,B,S,2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,20,498,16.0,7.738807678222656,6.279206275939941,1.4596014022827148,B,A,1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,20,498,17.0,3.821103096008301,2.998535394668579,0.8225677013397217,S,B,-2.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,21,499,9.0,5.02673864364624,5.410622596740723,-0.3838839530944824,B,B,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,21,499,12.0,6.6113176345825195,7.477961540222168,-0.8666439056396484,A,B,-1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,21,499,13.0,5.219705581665039,4.445490837097168,0.7742147445678711,S,B,-2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,21,499,15.0,7.237236022949219,5.786069393157959,1.4511666297912598,B,A,1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,21,499,17.0,6.271288871765137,5.911314487457275,0.35997438430786133,B,S,2.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,22,500,5.0,2.441380739212036,1.7400743961334229,0.7013063430786133,S,B,-2.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,22,500,7.0,5.223611831665039,5.6074957847595215,-0.3838839530944824,B,B,0.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,22,500,8.0,4.468087196350098,4.648202896118164,-0.1801156997680664,S,S,0.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,22,500,9.0,5.664883136749268,6.531527519226074,-0.8666443824768066,A,B,-1.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,22,500,12.0,6.39064359664917,6.030828475952148,0.3598151206970215,B,S,2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,22,500,15.0,6.692067623138428,5.2455549240112305,1.4465126991271973,B,A,1.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,23,501,3.0,3.614973545074463,2.793428659439087,0.821544885635376,S,B,-2.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,23,501,10.0,5.691550254821777,5.330961227416992,0.36058902740478516,B,S,2.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,23,501,12.0,4.054625988006592,4.234742641448975,-0.1801166534423828,S,S,0.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,23,501,14.0,7.738807678222656,6.279206275939941,1.4596014022827148,B,A,1.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,23,501,15.0,6.451966762542725,7.318610668182373,-0.8666439056396484,A,B,-1.0
model_no_orthogonal,zero,0.0,ocon,838,alpine,haas,2024,2025,24,502,7.0,4.676935195922852,5.3581061363220215,-0.6811709403991699,A,B,-1.0
model_no_orthogonal,zero,0.0,hamilton,0,mercedes,ferrari,2024,2025,24,502,8.0,3.6810035705566406,3.8611199855804443,-0.1801164150238037,S,S,0.0
model_no_orthogonal,zero,0.0,hulkenberg,807,haas,sauber,2024,2025,24,502,9.0,6.658021450042725,7.050001621246338,-0.3919801712036133,B,B,0.0
model_no_orthogonal,zero,0.0,sainz,831,ferrari,williams,2024,2025,24,502,13.0,4.600181579589844,3.825968027114868,0.7742135524749756,S,B,-2.0
model_no_orthogonal,zero,0.0,tsunoda,850,rb,red_bull,2024,2025,24,502,14.0,4.524930953979492,4.130417346954346,0.3945136070251465,B,S,2.0
model_no_orthogonal,zero,0.0,colapinto,860,williams,alpine,2024,2025,24,502,20.0,7.738807678222656,6.279206275939941,1.4596014022827148,B,A,1.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,2,504,8.0,6.185245990753174,5.6764445304870605,0.5088014602661133,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,3,505,12.0,5.879425048828125,5.370401859283447,0.5090231895446777,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,5,507,5.0,5.573605060577393,5.064359188079834,0.5092458724975586,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,6,508,4.0,4.772438049316406,4.297688961029053,0.4747490882873535,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,7,509,6.0,5.191213607788086,4.714486598968506,0.4767270088195801,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,8,510,6.0,5.879425048828125,5.370401859283447,0.5090231895446777,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,9,511,5.0,4.772438049316406,4.297688961029053,0.4747490882873535,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,10,512,6.0,6.919251441955566,6.498171329498291,0.4210801124572754,B,S,2.0
model_no_orthogonal,zero,0.0,hadjar,870,rb,red_bull,2025,2026,11,513,6.0,5.879425048828125,5.370401859283447,0.5090231895446777,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,1,411,6.0,-0.31496351957321167,1.5248191356658936,-1.8397826552391052,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,1,411,4.0,2.2046351432800293,1.13344144821167,1.0711936950683594,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,2,412,5.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,3,413,8.0,0.8231030106544495,2.6589059829711914,-1.835802972316742,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,3,413,3.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,4,414,4.0,2.6373507976531982,1.5661571025848389,1.0711936950683594,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,4,414,5.0,-0.06268654763698578,1.8001309633255005,-1.8628175109624863,S,B,-2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,5,415,7.0,-0.4633846879005432,1.3710830211639404,-1.8344677090644836,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,5,415,5.0,2.853708505630493,1.7825145721435547,1.0711939334869385,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,6,416,6.0,-0.16654227674007416,1.6785552501678467,-1.8450975269079208,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,6,416,3.0,1.1733171939849854,0.11994148790836334,1.053375706076622,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,7,417,9.0,0.8231030106544495,2.6589059829711914,-1.835802972316742,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,7,417,5.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,8,418,11.0,1.4736194610595703,3.3079793453216553,-1.834359884262085,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,8,418,3.0,1.375919222831726,0.2964732050895691,1.079446017742157,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,9,419,7.0,0.6062297224998474,2.4425487518310547,-1.8363190293312073,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,9,419,4.0,1.9882774353027344,0.917083740234375,1.0711936950683594,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,11,421,11.0,0.10873056948184967,2.0703699588775635,-1.9616393893957138,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,11,421,4.0,1.1733171939849854,0.11994148790836334,1.053375706076622,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,12,422,14.0,0.8910052180290222,2.730379581451416,-1.8393743634223938,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,12,422,3.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,13,423,20.0,-0.01812140643596649,1.843658208847046,-1.8617796152830124,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,13,423,3.0,0.5332653522491455,0.08885107189416885,0.44441428035497665,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,14,424,4.0,1.7929099798202515,0.6997570991516113,1.0931528806686401,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,15,425,2.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,16,426,13.0,1.0418729782104492,2.8762331008911133,-1.834360122680664,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,16,426,3.0,1.3179677724838257,0.33127492666244507,0.9866928458213806,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,17,427,14.0,1.7815942764282227,0.8561250567436218,0.9254692196846008,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,17,427,11.0,1.616111397743225,3.451894998550415,-1.83578360080719,S,B,-2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,18,428,15.0,0.8231030106544495,2.6589059829711914,-1.835802972316742,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,18,428,8.0,1.9882774353027344,0.917083740234375,1.0711936950683594,B,S,2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,19,429,5.0,1.4520012140274048,0.35576146841049194,1.0962397456169128,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,20,430,10.0,-0.31496351957321167,1.5248191356658936,-1.8397826552391052,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,20,430,4.0,0.8463495373725891,0.07118366658687592,0.7751658707857132,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,21,431,9.0,1.8264011144638062,3.6729722023010254,-1.8465710878372192,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,21,431,1.0,0.8717507719993591,0.1881362646818161,0.683614507317543,B,S,2.0
model_ablation_l01,low,0.1,bottas,821,mercedes,alfa,2021,2022,22,432,15.0,2.122692584991455,3.9656760692596436,-1.8429834842681885,S,B,-2.0
model_ablation_l01,low,0.1,russell,845,williams,mercedes,2021,2022,22,432,5.0,1.5744229555130005,0.48944056034088135,1.0849823951721191,B,S,2.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,1,433,15.0,0.7683053612709045,1.3663604259490967,-0.5980550646781921,A,B,-1.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,1,433,14.0,4.602834701538086,3.6884098052978516,0.9144248962402344,B,B,0.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,1,433,3.0,-0.04908005893230438,0.10258443653583527,-0.15166449546813965,A,A,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,1,433,9.0,4.098674297332764,4.707210540771484,-0.6085362434387207,B,A,1.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,2,434,14.0,4.379471778869629,3.4650471210479736,0.9144246578216553,B,B,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,2,434,12.0,0.9122205376625061,1.5102760791778564,-0.5980555415153503,A,B,-1.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,2,434,9.0,1.862654447555542,2.471190929412842,-0.6085364818572998,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,2,434,3.0,-0.19553326070308685,-0.2078401893377304,0.012306928634643555,A,A,0.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,3,435,15.0,3.7093820571899414,2.794957160949707,0.9144248962402344,B,B,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,3,435,13.0,1.7187387943267822,2.327275276184082,-0.6085364818572998,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,3,435,3.0,-0.18056176602840424,-0.06645859777927399,-0.11410316824913025,A,A,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,3,435,7.0,0.7683053612709045,1.3663604259490967,-0.5980550646781921,A,B,-1.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,4,436,17.0,1.3011469841003418,1.9576960802078247,-0.6565490961074829,A,B,-1.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,4,436,14.0,3.737431287765503,4.345968723297119,-0.6085374355316162,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,4,436,4.0,0.08222837746143341,0.27326011657714844,-0.19103173911571503,A,A,0.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,5,437,18.0,3.7093820571899414,2.794957160949707,0.9144248962402344,B,B,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,5,437,15.0,1.2010208368301392,1.799075722694397,-0.5980548858642578,A,B,-1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,5,437,3.0,-0.22354815900325775,-0.25413286685943604,0.030584707856178284,A,A,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,5,437,8.0,0.8962720036506653,1.6225799322128296,-0.7263079285621643,B,A,1.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,6,438,17.0,2.4991672039031982,3.097222328186035,-0.5980551242828369,A,B,-1.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,6,438,12.0,3.039292812347412,2.1248674392700195,0.9144253730773926,B,B,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,6,438,7.0,1.2860231399536133,1.9353597164154053,-0.649336576461792,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,6,438,2.0,-0.22354815900325775,-0.25413286685943604,0.030584707856178284,A,A,0.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,7,439,14.0,3.4860191345214844,2.57159423828125,0.9144248962402344,B,B,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,7,439,15.0,0.26314741373062134,0.8612027764320374,-0.598055362701416,A,B,-1.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,7,439,10.0,1.193238615989685,1.7354602813720703,-0.5422216653823853,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,7,439,7.0,0.5004016757011414,0.809298574924469,-0.30889689922332764,A,A,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,8,440,12.0,3.3047163486480713,3.913252830505371,-0.6085364818572998,B,A,1.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,8,440,18.0,4.306295394897461,3.3918704986572266,0.9144248962402344,B,B,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,8,440,15.0,-0.6106755137443542,-0.02957521378993988,-0.5811002999544144,A,B,-1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,8,440,2.0,-0.19553326070308685,-0.2078401893377304,0.012306928634643555,A,A,0.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,9,441,17.0,3.5609519481658936,2.7112390995025635,0.8497128486633301,B,B,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,9,441,10.0,1.7187387943267822,2.327275276184082,-0.6085364818572998,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,9,441,5.0,0.2176264077425003,0.46661388874053955,-0.24898748099803925,A,A,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,10,442,13.0,0.9846630692481995,1.582718014717102,-0.5980549454689026,A,B,-1.0
model_ablation_l01,low,0.1,de_vries,854,williams,alphatauri,2022,2023,10,442,17.0,4.529659271240234,3.615234136581421,0.9144251346588135,B,B,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,10,442,18.0,1.9350967407226562,2.543633460998535,-0.6085367202758789,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,10,442,7.0,0.5675641298294067,0.8817407488822937,-0.31417661905288696,A,A,0.0
model_ablation_l01,low,0.1,ricciardo,816,mclaren,alphatauri,2022,2023,11,443,13.0,2.84206485748291,2.916970729827881,-0.0749058723449707,A,B,-1.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,11,443,14.0,0.7683053612709045,1.3663604259490967,-0.5980550646781921,A,B,-1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,11,443,9.0,0.3762821555137634,0.6653830409049988,-0.28910088539123535,A,A,0.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,12,444,18.0,1.9462285041809082,2.6153435707092285,-0.6691150665283203,A,B,-1.0
model_ablation_l01,low,0.1,ricciardo,816,mclaren,alphatauri,2022,2023,12,444,16.0,4.14021110534668,4.21511697769165,-0.0749058723449707,A,B,-1.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,12,444,11.0,2.367812156677246,2.976348400115967,-0.6085362434387207,B,A,1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,12,444,5.0,0.5675641298294067,0.8817407488822937,-0.31417661905288696,A,A,0.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,13,445,2.0,-0.04908005893230438,0.10258443653583527,-0.15166449546813965,A,A,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,13,445,3.0,2.367812156677246,2.976348400115967,-0.6085362434387207,B,A,1.0
model_ablation_l01,low,0.1,hulkenberg,807,aston_martin,haas,2022,2023,13,445,12.0,1.7776516675949097,2.375706672668457,-0.5980550050735474,A,B,-1.0
model_ablation_l01,low,0.1,alonso,3,alpine,aston_martin,2022,2023,14,446,9.0,0.7605314254760742,1.0980987548828125,-0.3375673294067383,A,A,0.0
model_ablation_l01,low,0.1,gasly,452,alphatauri,alpine,2022,2023,14,446,15.0,3.4496006965637207,4.0581374168396,-0.6085367202758789,B,A,1.0
